indice,Fecha,Nombre,Ubicacion,Seguidores,Retweets,Favorito,Hashtags,Tweet,clasificacion
102,2021-01-23 14:41:04+00:00,Pedro Salinas,Perú,1629,0,0,['forsyth'],"@George_Forsyth el candidato preferido de los caviaras, sin ideas,sin argumentos, sin profesion. La prensa y la generacion del bicentenario se indignaban diciendo que @MerinoDeLama como puede ser presidente si no tiene ninguna profesion. Y apoyan a #forsyth imbeciles, idiotas https://t.co/uicCSups9v",-1
103,2021-01-23 14:38:19+00:00,Ray Castañeda,"San isidro, Peru",8,0,2,[],"@Luccio_lpx @George_Forsyth Es falso. Salomon Lerner esta vez apostando por hijito de papá y a invertido como lo hizo con Humala en las encuestadoras, las cuales hasta ahora no saben de donde salieron los votos de FREPAP.",-1
104,2021-01-23 14:38:08+00:00,Mercedes Mendoza Flores,,4,0,0,[],@KarlaCalle @George_Forsyth Pobre improvisado sólo sabe patear pelota,-1
105,2021-01-23 14:32:40+00:00,David Paredes,Lima / CDMX / Toronto,904,0,2,"['NoAForsyth', 'Peru', 'Elecciones2021']","Mientras la gente muere y se esperan medidas contra la pandemia y a favor de la recuperación económica, @George_Forsyth recurre a la vieja confiable: Despertar la xenofobia, total eso vende más que lo anterior (de lo que no sabe algo)
.
.
#NoAForsyth #Peru #Elecciones2021 https://t.co/9TS3wTgzRk",-1
106,2021-01-23 14:32:00+00:00,Cesar Mimbela Valencia,Lima,213,0,0,[],"@Luccio_lpx @George_Forsyth En serio
Forzay está en la nube.
De Soto es un viejito caducó hace 10 años que no asesora a ningún dictador.
López Aliaga está loco.
Keiko es la misma cara dura de siempre.",-1
107,2021-01-23 14:31:30+00:00,DANIEL HERNÁNDEZ ZIEGLER,Peru,7003,1,4,[],@Charitocrema @George_Forsyth El Richard Swing de La Victoria.,-1
108,2021-01-23 14:29:21+00:00,Jorge Pari,,111,1,1,[],@VerduscoSerapio @RudyDulcexxx @George_Forsyth @NicolasMaduro no está buscando a George Forzay?,-1
109,2021-01-23 14:28:03+00:00,Jóvenes Morados,,4115,22,74,[],"A nosotros también nos gusta el fútbol, pero no lo usamos para ganar votos y menos para tomar decisiones importantes. Sr. @ChavezMaximixe, ¿sabe qué hinchas de @ClubALoficial no admiran a @George_Forsyth? Los vecinos de La Victoria que dejó a su suerte por pura ambición política. https://t.co/ufhhNLvKsZ",-1
110,2021-01-23 14:23:48+00:00,Renzo Ruiz,Lima-Perú,68,0,8,[],"@Luccio_lpx @George_Forsyth Siento q los medios quieren hacer una especie de ""corralito"" entre Keiko y GF. No los tocan ni con el pétalo de una rosa pero al resto le dan con palo a diario. Con la idea de q pasen a 2da vuelta (si, como las encuestas) donde por fin tendría q ganar Keiko, ya q GF está en nada",-1
111,2021-01-23 14:23:32+00:00,Saúl García,Lima,279,0,4,[],"@Pe2Piscosour @Luccio_lpx @JeremyM65968984 @George_Forsyth Esas mismas encuestas que nos impusieron al campeón @JorgeMunozPe, hoy el hombre invisible.",-1
112,2021-01-23 14:22:37+00:00,David Paredes,Lima / CDMX / Toronto,904,0,0,"['FujimorismoNuncaMas', 'Forsyth', 'Peru', 'Elecciones2021']","Nunca más preciso. Votar por @George_Forsyth ea votar por una de las alas del fujimorismo

#FujimorismoNuncaMas #Forsyth #Peru #Elecciones2021 https://t.co/rUK6eswC12",-1
113,2021-01-23 14:19:24+00:00,Mercedes,,4214,1,3,[],@Luccio_lpx @George_Forsyth De ser así seremos el país más ignorante del planeta...al que nos roba le hacen un monumento y al burro lo elevan a las alturas...ojalá me equivoqué.,-1
114,2021-01-23 14:16:16+00:00,Jose Landazuri,,34,0,0,"['ForsythPopular', 'FuerzayPopular', 'ForsayPopular']","@Luccio_lpx @George_Forsyth Quizás esto ayude. Ahora no es solo no dejarlo ganar, sino impedir que nos meta fujis contrabandeados
#ForsythPopular
#FuerzayPopular
#ForsayPopular https://t.co/DrlPJRBIHu",-1
115,2021-01-23 14:09:19+00:00,Edu Plasencia,,8,0,0,[],"@omarzev @AccionDeAmparo @George_Forsyth queeeee?
George, ACÚSALO CON TU PAPÁ 😀",-1
116,2021-01-23 13:59:02+00:00,Jeremy,,89,0,3,[],"@Pe2Piscosour @Luccio_lpx @George_Forsyth No bro,
Menos en las últimas de Ipsos que ponen a Keiko en 2do lugar. ¡IMPOSIBLE!",-1
117,2021-01-23 13:49:57+00:00,Jota Eme,"Lima, Peru",90,0,0,[],@catiquinto @daveparedesm @RPPNoticias @George_Forsyth Han confirmado si lo redacto su papá o él?,-1
118,2021-01-23 13:49:33+00:00,Juez,,16,0,1,[],@Luccio_lpx @George_Forsyth Nika,-1
119,2021-01-23 13:48:36+00:00,LuzMita,,776,2,7,[],"Nos quieren hacer creer que los topos de Keiko son De Soto y López Aliaga cuando en realidad es @George_Forsyth 
NO hay peor elector que aquel que no quiere ver!
ADVERTIDOS ESTAMOS!👇👇👇 https://t.co/fTfYow0YH9",-1
120,2021-01-23 13:37:57+00:00,Rocio,Peru,302,0,0,[],@abelgilvonio @George_Forsyth Así ganó Castañeda 🙄,-1
121,2021-01-23 13:34:14+00:00,@PiscoSour.pe2 ÒwÓAlva,,280,0,0,[],@Luccio_lpx @JeremyM65968984 @George_Forsyth Creen en Encuestas?,-1
122,2021-01-23 13:31:08+00:00,Miguel Angel Dapello,"V. láctea,sistema solar,tierra",50,0,2,[],@Luccio_lpx @George_Forsyth No votaré por él,-1
123,2021-01-23 12:59:55+00:00,César,,8,0,1,['HaroldForsyth'],"@Luccio_lpx @NellyRios17 @George_Forsyth 😔😔😔 El chico Apolitico @George_Forsyth , manejado por su papito #HaroldForsyth..",-1
124,2021-01-23 12:59:55+00:00,Erick ZS,,19,0,0,[],@abelgilvonio @George_Forsyth Justo por eso. No quiere hablar porque cuando habla baja 1 punto.,-1
125,2021-01-23 12:56:11+00:00,Gael,,18,0,1,[],"@Politica_LR 😆😆😆.  Que le digan a @George_Forsyth que se habla de política, y no de fútbol. . Estará leyendo la constitución el señorito .😆😆",-1
126,2021-01-23 12:40:35+00:00,Kathy Agüero,"Lima, Peru",230,0,3,[],"@Luccio_lpx @George_Forsyth Pienso igual que tu no solo de este sino de vaaarios candidatos. El problema con el libre albedrio es que se puede elegir a quien se quiera, así sea un mamarracho. Por eso tenemos lo que tenemos. No cambian ni los electores ni los postulantes",-1
127,2021-01-23 12:40:00+00:00,Nathalie Rod,,12,0,0,[],"@ConvocaPe @Tanavdd @George_Forsyth @ACTransparencia @ProeticaPeru @prop_ciudadana @WaykaPeru @Actua_Pe @larepublica_pe @jfowks Al margen de esos detalles, no podemos permitir que una persona sin estudios sea presidente, si eso pasa el siguiente periodo tendremos a una farandulera en la presidencia",-1
128,2021-01-23 12:37:57+00:00,Parabellum,,63,1,1,"['ForsayNaranja', 'ForsythChileno']","@Luccio_lpx @George_Forsyth Éste Veneco chileno no sabe dónde está parado y ni articular una frase completa puede sin la ayuda de su papito. Otro invento más de la KONFIEP para tener curules en el congreso.
#ForsayNaranja
#ForsythChileno",-1
129,2021-01-23 12:33:01+00:00,Victor Macedo,,7,0,0,[],"@omarzev @George_Forsyth Definitivamente, existe una alianza silenciosa con la mafia fujimorista, de igual forma como la que tenían con los apristas.",-1
130,2021-01-23 12:27:42+00:00,Coco,Lima,81,0,1,[],"@Luccio_lpx @George_Forsyth Que se mantenga en la nube mejor, sino Keiko estaría primera",-1
131,2021-01-23 12:23:17+00:00,CoRaZoN SaLvAjE,"Surquillo, Peru",567,0,0,[],"@_CarlitaRocha @mmolina2106 @George_Forsyth Todos fuman, yo si nunca fume y no fumare , ahora hasta los periodistas fuman, que ejemplo dan con eso?
Los delincuentes para robar y matar  fuman .",-1
132,2021-01-23 12:22:39+00:00,Rosaib,,15,1,1,[],"@omarzev @George_Forsyth VOTAR POR EL COMODÍN FORSYTH,ES VOTAR POR KEYKO,
ESTA ES UNA DE SUS JUGADAS SUCIAS,POR ESO ES QUE DEJO DE SER ALCALDE,PREFIRIÓ VIVIR EN LA CORRUPCIÓN,LÁSTIMA MALOGRAR SU IMAGEN TAN JOVEN,👎👎👎👎👎",-1
133,2021-01-23 11:12:08+00:00,Maria Doris Niquen,Peru,356,1,4,[],"@Machin56 @Luccio_lpx @George_Forsyth Ya Fue Forsyth.
Qué ahora hagan la nueva encuesta.
Ya debe estar con un 7%.
Se enterró con esos candidatos para el congreso.
Fujimoristas camuflados.
Sigamos atentos.",-1
134,2021-01-23 10:37:19+00:00,Yurik Voyka,,1,0,0,[],@George_Forsyth Jajaja jajaja es tu paisano venecos como tú inútil oportunistas analfabeto y mediocres señor eres otro Merino metés burros y pagas como si hubieran grado de instrucción superior,-1
135,2021-01-23 09:59:58+00:00,Ramiro Delgado,,10,0,0,[],"@omarzev @George_Forsyth Forsay es un achoradito de la Victoria, miren como habla",-1
136,2021-01-23 09:56:04+00:00,Miguel García Ledesma,Perú,410,1,6,[],"@Luccio_lpx @George_Forsyth Es el kamikaze de Keiko. Lo encumbran para que ""pierda"" en segunda. Alertemos a todos, ¡Estamos a tiempo!",-1
137,2021-01-23 09:50:40+00:00,@tema0902,Sverige,3304,7,39,[],"@Hans_el_Erizo No pues, si se da éste caso... yo promovería el VOTO VICIADO.... así se anulan las elecciones. No podemos permitir q alguno de éstos dos llegue a la presidencia. @George_Forsyth  tiene que prepararse más, no es su tiempo. Y @keikofujimori BLINDAJE,  está DESCARTADA de por vida.",-1
138,2021-01-23 09:50:25+00:00,@tema0902,Sverige,3304,0,6,[],"No pues, si se da éste caso... yo promovería el VOTO VICIADO.... así se anulan las elecciones. No podemos permitir q alguno de éstos dos llegue a la presidencia. @George_Forsyth  tiene que prepararse más, no es su tiempo. Y @keikofujimori BLINDAJE,  está DESCARTADA de por vida. https://t.co/ufn0jRtMIl",-1
139,2021-01-23 08:35:27+00:00,Memento mori,,11,1,10,[],"@Luccio_lpx @George_Forsyth Pensaba que eramos pocos los que pensabamos asi...Gracias
Yo no se de donde sale ese 17% que votaria por el si se percibe facilmente que es improvisado y poco preparado. Igual que su ex.",-1
140,2021-01-23 08:28:45+00:00,Jupao 🇵🇪,Perú,365,0,14,[],"@Luccio_lpx @George_Forsyth Es que la prensa de mierda nos mete por los ojos al webas ése....yo sinceramente creo que en provincias no se le conoce y si me equivoco y se da que la gorda ociosa, el niño pinton y la Verito desfasada tienen jale, pues, merecemos tenerlos x ser unos electores ignorantes.",-1
141,2021-01-23 06:15:41+00:00,Luz Juarez,"Santiago de Surco, Peru",854,0,0,['FujimorismoNuncaMás'],"@omarzev @George_Forsyth Ese Partido es uno de sus tentáculos del Fujimorismo. Se las saben todas esas RATAS.
#FujimorismoNuncaMás",-1
142,2021-01-23 06:15:03+00:00,JG,Perú,91,0,4,[],"@Luccio_lpx @George_Forsyth Si hay gente q va a votar por Keiko o por Acuña.
Las encuestas no me parecen tan serias eh",-1
143,2021-01-23 06:02:39+00:00,pedro gianella,"Miami, FL",2181,0,0,[],@pacopini666 @sullama @gvillasis @George_Forsyth No has visto a tu amado martin?? Mestro de MAESTROS 26 propiedades ?? D la noche a la mañana?? Y sabrá dios que mas..,-1
144,2021-01-23 05:58:46+00:00,Boris Sanchez,,4,0,0,[],@diariocorreo Como no va a ser así si @George_Forsyth tiene cara de idiota,-1
145,2021-01-23 05:17:39+00:00,Juan Benites,,5,0,0,[],@CesarBejarano21 @George_Forsyth Con quién podría debatir es con Acuña que no puede decir una frase que tenga sentido,-1
146,2021-01-23 05:00:39+00:00,Kevin P. Vidal,Lima - Perú,393,0,0,[],"AJJAJAJAJAJAJANAJJAJAJAJAJAJAJ El fondo Blanquiazul detrás de @George_Forsyth xD

Pucha, si gana estamos sentenciados al desastre. 🤣",-1
147,2021-01-23 04:57:45+00:00,Lalita,,0,0,0,[],"@carceparo @SalitaSin @George_Forsyth Que más, que más ..... Burro",-1
148,2021-01-23 04:52:59+00:00,Kevin P. Vidal,Lima - Perú,393,0,2,[],El vice de @George_Forsyth no sabe quién es el tesorero ni quién financia la campaña. Huele a mafia esta huevada.,-1
149,2021-01-23 04:52:20+00:00,Susan Lee,,300,1,37,[],@Luccio_lpx @George_Forsyth Y para colmo lleva una recua de fujimoristas al congreso,-1
150,2021-01-23 04:52:13+00:00,RobertStop,Underworld,132,0,0,[],@Luccio_lpx @George_Forsyth El sr Forsyth debería leer sobre la experiencia del primer gobierno de Alan pero no para decir que el no cometerá errores sino para que sepa que ya se intentó una vez por un candidato joven.... Y que no debemos ser reincidentes.,-1
151,2021-01-23 04:51:19+00:00,Yessica Morales C,Peru,72,0,0,[],Jajaja el único que está en la calle eres tú arquero de 5ta @George_Forsyth https://t.co/XriMeNgKCh,-1
152,2021-01-23 04:45:57+00:00,raquel luna,Miraflores,75,0,0,[],@omarzev @pattyromero11 @George_Forsyth Harold es pinky de Javier Ocampo.,-1
153,2021-01-23 04:42:49+00:00,Raúl Yupanqui,,16,0,0,[],"@omarzev @George_Forsyth Si camina como un pato y es color naranja, 'tons es un fujimorista. 🤭",-1
154,2021-01-23 04:40:32+00:00,Saúl García,Lima,279,0,1,[],"@abelgilvonio @George_Forsyth Igual que Muñoz. Recordemos que la prensa tmb lo endiosó y ahora no sabemos siquiera si está vivo. No repitamos la historia,",-1
155,2021-01-23 04:39:43+00:00,Óscar Paz Solano,,1,0,0,[],"@KarlaCalle @George_Forsyth Milagros, FORSYTH es izquierdista? Que raro no? Ahora este tipo de estúpidos buenos para nada son""izquierdistas""!!!",-1
156,2021-01-23 04:29:32+00:00,Luchex☕,"Jesús Maria, Peru",2211,1,25,[],"@robert_stop @George_Forsyth OK mira,  si bien es cierto Keiko representa todo lo malo de la política, al menos por mucho tiempo ha engañado a sus mononeuronales electores, pero el arquero, ni eso, improvisado total.
Lo peor es que no tiene idea de lo que está intentando hacer.
Por eso no quiere debatir",-1
157,2021-01-23 04:22:09+00:00,alfredo leon navarro,PERU,157,0,0,[],@ocram @George_Forsyth ha perdido el PRINCIPIO DE AUTORIDAD en su partido Victoria Nacional,-1
158,2021-01-23 04:13:49+00:00,Fernando Silva,"Orem, UT  USA",60,0,1,[],"@ChavezMaximixe @VictoriaForzay @joaquinreyh @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @patarevalo @mariano3vn Q ridiculo se te ha visto en el programa 2021 sin poder justificar 1 sola razón de pq estas como vice con Forzyte. ""somo aliancistas"", q pobre argumento.",-1
159,2021-01-23 04:13:40+00:00,ximena orrego,,518,1,3,[],@Luccio_lpx @George_Forsyth Esperemos la fe es lo ultimo que se pierde ni quiero imaginarlo,-1
160,2021-01-23 04:08:38+00:00,Luchex☕,"Jesús Maria, Peru",2211,351,2200,[],"Ya en serio, déjense de cojudeces, como van a votar por @George_Forsyth?

El tipo está en la nube... respetémonos un cachito, no?",-1
161,2021-01-23 03:44:43+00:00,David Paredes,Lima / CDMX / Toronto,904,0,2,"['Peru', 'Elecciones2021']","En serio que @RPPNoticias le da una columna a @George_Forsyth ¿Así de descarado el apoyo a un candidato cuyo padre tiene que salir a hablar por él? ¿A quién no sabe ni que hacer en la presidencia? ¿A un candidato cuyo círculo está más que cuestionado?

#Peru #Elecciones2021 https://t.co/pTKGKEWm8C",-1
162,2021-01-23 03:41:28+00:00,Roberth Tecse,,18,0,0,[],@omarzev @George_Forsyth Quién más puede tener esos nexos y ese interés para que su hijo tenga ese know how para las siguientes elecciones?,-1
163,2021-01-23 03:19:38+00:00,Maria Falcón,,61,0,0,[],"@KarlaCalle @RPPNoticias @George_Forsyth Nieto Montesinos y Siomi son los verdaderos ""directores d orquesta""
en ese partido, Forsyth es pura finta.",-1
164,2021-01-23 03:13:24+00:00,karin,,134,0,0,[],@George_Forsyth Sigue un curso de actuación que Tu ex  te recomiende donde ... tu cara es más falsa !! Práctica en el espejo jajajajaajjaja,-1
165,2021-01-23 03:07:14+00:00,Karla Méndez ,"LIMA, CDMX",744,0,0,[],@uterope Ojo! @George_Forsyth tus topos al descubierto 🧐,-1
166,2021-01-23 03:03:54+00:00,Forsyth Pinocho,,3,0,0,[],"@Juli3103vs @George_Forsyth Cuando alguien como yo tiene la cara de Ken y un papá importante, las palabras sobran. No te olvides de votar por mi.",-1
167,2021-01-23 02:46:02+00:00,Med FM - CJ,,87,0,1,[],"En Verdad está estupidez de humano quiere ser un presidente?

Peruano en verdad te creen tan ignorante, tan lerdo, que esto es una opción?
@George_Forsyth https://t.co/ueIEQ5sxf6",-1
168,2021-01-23 02:43:02+00:00,El Chacal,,5,0,0,[],"@omarzev @George_Forsyth Esas ratas están sembradas en todos lados, por ello mucho cuidado al votar",-1
169,2021-01-23 02:39:45+00:00,juan huanca quispe,,198,0,0,[],@Juancar59279854 @abelgilvonio @George_Forsyth se desplomará como los puentes de Castañeda.,-1
170,2021-01-23 02:38:49+00:00,Williams Pozzⓤoli,algun lugar del Callao,30,0,0,[],"@GloriaMonteneg @George_Forsyth @elcomercio_peru Al mismo estilo de Richard Swing, se llevaba este amigo dinero de la municipalidad.
*asesores* dizquen",-1
171,2021-01-23 02:36:50+00:00,aniithha,"Lima, Peru",21,0,0,[],"@abelgilvonio @George_Forsyth Por eso esta primero en las encuestas, porque no dice nada...😒😒",-1
172,2021-01-23 02:34:28+00:00,Dani..Daniel,Peru,27,0,0,[],"@puzangueando @SalitaSin @George_Forsyth jajajajajajjajajaja  como te gustan los burros , pasa nomass pato jajajajjaa",-1
173,2021-01-23 02:29:45+00:00,Lalita,,0,0,0,[],"@carceparo @SalitaSin @George_Forsyth Hazte una, burro 😂😂",-1
174,2021-01-23 02:29:17+00:00,Lupilla666💫,lima,154,0,0,[],"@2021canalN @canalN_ yo reconozco en él ,lo inocente, estúpido y confiado q es titere de los q lo están empujando a esta tragedia, no esta preparado! Tienen  💩 💩 en la cabeza?? @George_Forsyth retírate y queda mejor nos vas a destruir con tu ignorancia en política y manejo del pais no sabes nada https://t.co/NO1XP5p6Nq",-1
175,2021-01-23 02:16:44+00:00,BuHo,LIMA-PERU,454,0,1,[],"@karinneumann18 @ysildur1 @George_Forsyth El ex pelotero no da la talla, es tan limitado que no sabe ni mentir.",-1
176,2021-01-23 02:10:34+00:00,locotapahueco..,"villa el salvador , lima",138,0,0,[],"@George_Forsyth te hablan cual es tu plan pero serio ps
Poner alianza en primera
Ser pinki con la sra k
A cada ambulante poner su tienda
A los de serenasgo portar arma para amedentrar a los ambulantes cual es tu plan...? https://t.co/C0jiOF1cRW",-1
177,2021-01-23 02:07:37+00:00,★彡Carla Maria★彡,Peru,255,0,0,[],@KarlaCalle @George_Forsyth 🤮🤮🤮🤮🤮🤮 https://t.co/gtjiLsnNBe,-1
178,2021-01-23 02:03:37+00:00,Dani..Daniel,Peru,27,0,0,[],@puzangueando @SalitaSin @George_Forsyth jajajajajjajaja que imbecil este pezuñento jajajajaja  chiste dice asu realidad... ya ps todos sabemos que te gustan los burros !!!!   jajajajjajajaa,-1
179,2021-01-23 01:56:40+00:00,Luis Mederos Domínguez,,488,4,3,[],"@omarzev @jairivi @George_Forsyth Que demonios le pasa a este muchacho (Forsyth)  ?
El pueblo peruano está RECHAZANDO  a esta BANDA de MAFIOSOS Fujimoristas . . .  Y él está tratando de meter a estas RATAS por la puerta trasera del Congreso. 
De nada serviría la FUMIGACIÓN que hicimos con el presidente Vizcarra",-1
180,2021-01-23 01:52:35+00:00,José Llacsahuache 🦠,Lima,251,4,10,[],El candidato presidencial @George_Forsyth en su faceta de un machazo julbolista... https://t.co/tFdEsRmZVJ,-1
181,2021-01-23 01:44:58+00:00,ezequielqt,,28,0,1,[],"@VictoriaForzay @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @ChavezMaximixe @patarevalo @mariano3vn @joaquinreyh En ese caso si Forsyth no es político debería postular a la Federación Peruana de Fútbol. Necesitamos jóvenes políticos, que debatan, defiendan sus ideas y eleven propuestas. Es una incertidumbre este candidato",-1
182,2021-01-23 01:44:40+00:00,jotaLucho,Angban,124,0,0,[],@omarzev @George_Forsyth El Sr. Harold armó esa lista,-1
183,2021-01-23 01:29:18+00:00,karin,,134,0,0,[],@ysildur1 @George_Forsyth Jjjas no me piques !! Más bien cuál es su símbolo ??? Marco cualquiera menos ese ! Jajaja,-1
184,2021-01-23 01:29:02+00:00,Claudio Teran,,190,0,1,[],"@EddyMartin1976 @ocram @George_Forsyth @patarevalo Es otra muestra de la improvisación de este candidato.
Debemos emitir un voto informado para no volver a sufrir la crisis politica que hemos vivido en estos ultimos 5 años.",-1
185,2021-01-23 01:28:37+00:00,CAVIAR yo????,lima Peru,3944,0,0,[],@karinneumann18 @George_Forsyth Y novachel ojalá no votes x el ???,-1
186,2021-01-23 01:27:41+00:00,karin,,134,0,1,[],@ysildur1 Hahahahaha limitadito por más que tiene toooda la facilidad no le da! @George_Forsyth,-1
187,2021-01-23 01:24:41+00:00,Poblador de Lima Rural,"Lima, Peru",77,0,1,[],"@VictoriaForzay @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @ChavezMaximixe @patarevalo @mariano3vn @joaquinreyh Abandonó su carrera, abandonó a su esposa, abandonó su municipio, qué más con ese patita",-1
188,2021-01-23 01:13:16+00:00,Lalita,,0,0,0,[],"@carceparo @SalitaSin @George_Forsyth Haz tus propios chistes, del asterisco es mio.... Usa tu cabezita hueca y hazte una... 😂 
Burrrrroooooooooo",-1
189,2021-01-23 01:11:18+00:00,jose,,25,0,0,[],@ysildur1 Obviamente @George_Forsyth es un imbécil. Aplaudan pe'.,-1
190,2021-01-23 01:01:46+00:00,★彡Carla Maria★彡,Peru,255,0,0,['IMBECIL'],@RPPNoticias Jjajajajajaja hay que ser bien #IMBECIL para creer que @George_Forsyth escribió eso jajajjajajaja jajajajajjajaja jajajajajajaja https://t.co/OjfX1m7Y0x,-1
191,2021-01-23 00:56:38+00:00,hugo,quillabamba,46,0,0,[],@George_Forsyth antes botabas alos ambulantes ahora te quieres volver ambulante😁,-1
192,2021-01-23 00:55:38+00:00,Carlos Vargas M.,"Chiclayo, PERÚ",240,0,1,[],"Bisoño @George_Forsyth, 
NO votaría por él. https://t.co/dD3w1xrPRw",-1
193,2021-01-23 00:52:38+00:00,Ronald,,51,0,0,[],@VictoriaForzay @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @ChavezMaximixe @patarevalo @mariano3vn @joaquinreyh Forsyth sería la marioneta de los empresaurios.,-1
194,2021-01-23 00:51:12+00:00,Mike,,396,0,2,[],"@pacopini666 @sullama @gvillasis @George_Forsyth Eres el típico lameculos y arrastrado votante, así que pasa pasa nomas imbécil, regresa al vertedero de donde saliste MOJÓN!!",-1
195,2021-01-23 00:50:02+00:00,Jean Monjarás,"Arequipa, Peru",18,0,0,[],@2021canalN @canalN_ @ChavezMaximixe @George_Forsyth @MavilaHuertasC Jaja y por qué no va Forzay? No le quieren dañar la candidatura?,-1
196,2021-01-23 00:41:52+00:00,Paco Pinillos,Trujillo - Perù,216,0,1,[],@Mikelakest @sullama @gvillasis @George_Forsyth Y cuando Mrda escribi q votare x Forsyth ???? CDTM lee bien Troll,-1
197,2021-01-23 00:41:38+00:00,Miriam,,4,0,1,[],"@CesarBejarano21 @George_Forsyth ES UN NETO Y LEGÍTIMO TOPO DE LA KORRUPCION DEL FUJIMORISMO....QUE TERRIBLE, ESTE INDIVIDUO NO TIENE RESPETO POR EL PERÚ,YA RECIBIÓ PLATA DE LA KORRUPCION,PARA METER MÁS "" IGNORANCIA"" EN EL CANGRESO.",-1
198,2021-01-23 00:39:07+00:00,ricardo a rodriguez,"Lima, Peru",1580,2,10,[],"@RPPNoticias Guaripoleros hediondos, hagan pasar como estadista a ese analfabeto funcional
@George_Forsyth",-1
